iter	Logloss
820	0.1723930394
821	0.1723390604
822	0.1723295533
823	0.1722780876
824	0.1721741439
825	0.1721276156
826	0.1720874737
827	0.1720364489
828	0.1720021274
829	0.1719472193
830	0.1719378444
831	0.1719007897
832	0.1718282826
833	0.1718190079
834	0.17177953
835	0.171770549
836	0.171755638
837	0.1717294386
838	0.1717115271
839	0.1717029165
840	0.1716655435
841	0.1716540674
842	0.1715871274
843	0.1715522507
844	0.171486362
845	0.1714578943
846	0.1713992964
847	0.1713161589
848	0.171296517
849	0.1712779329
850	0.1712637137
851	0.1712541833
852	0.1712011533
853	0.1711926372
854	0.1711779444
855	0.171116868
856	0.1710669947
857	0.1710106962
858	0.1709812115
859	0.1709612282
860	0.1709264033
861	0.1708813529
862	0.1708320009
863	0.1708220183
864	0.1707836167
865	0.1707678386
866	0.1707194339
867	0.1706973361
868	0.1706574769
869	0.1705737932
870	0.1705186885
871	0.1704827817
872	0.1704222251
873	0.170394423
874	0.1703431341
875	0.1702998929
876	0.1702843269
877	0.1702336779
878	0.1701800382
879	0.170092757
880	0.1700566615
881	0.1700197259
882	0.1700012376
883	0.1699321895
884	0.1699200756
885	0.1698890246
886	0.1698289888
887	0.1697895043
888	0.1697714302
889	0.1697018409
890	0.1696934207
891	0.1696563357
892	0.1696143491
893	0.1695783424
894	0.1695321816
895	0.1694646324
896	0.1694569532
897	0.1693595602
898	0.1693466487
899	0.1692849885
900	0.1692467829
901	0.1692095875
902	0.1691792498
903	0.169126703
904	0.1690999382
905	0.1690018638
906	0.1689505172
907	0.1689215916
908	0.168870354
909	0.1688280797
910	0.1687599477
911	0.1687489107
912	0.1686997057
913	0.1686266301
914	0.1685811675
915	0.1685316481
916	0.1684722981
917	0.1684537795
918	0.16842613
919	0.1684182925
920	0.1683774489
921	0.1683107535
922	0.1683024409
923	0.1682916928
924	0.1682591477
925	0.1682250817
926	0.168216538
927	0.1682020543
928	0.1681933723
929	0.168159083
930	0.1681454014
931	0.1681049304
932	0.1680405282
933	0.1680299416
934	0.1680081172
935	0.1679486529
936	0.1679101056
937	0.1678689126
938	0.1678563558
939	0.1678239837
940	0.1677548597
941	0.1677447367
942	0.1677098031
943	0.1676531761
944	0.1676454112
945	0.1676356107
946	0.1676276887
947	0.1676176412
948	0.1675161479
949	0.1674645899
950	0.1674037926
951	0.1673827994
952	0.1673222116
953	0.1672379903
954	0.1672303705
955	0.1671951407
956	0.1671735008
957	0.1671319891
958	0.1671045706
959	0.1670665189
960	0.1670210121
961	0.1669986936
962	0.1669706048
963	0.1669634356
964	0.166869696
965	0.1668349556
966	0.1667458036
967	0.1667379893
968	0.1666877832
969	0.1666448118
970	0.1666380496
971	0.1665998
972	0.1665778059
973	0.1665701878
974	0.1665296898
975	0.1664745188
976	0.1664593609
977	0.1663801699
978	0.1663259168
979	0.1663183014
980	0.1662853528
981	0.1662454907
982	0.1662380003
983	0.1661896163
984	0.1661762614
985	0.16616862
986	0.1661468303
987	0.1660997044
988	0.1660926762
989	0.1660447784
990	0.1660377908
991	0.166030902
992	0.1659717935
993	0.1659235005
994	0.1658862477
995	0.1658281469
996	0.1658212291
997	0.1657623597
998	0.1657527742
999	0.1656986523
